ENST00000000233	P84085	ARF5_HUMAN
ENST00000258648	Q9NPJ6	MED4_HUMAN
ENST00000258662	Q9NV35	NUD15_HUMAN
ENST00000258711	Q9NRB3	CHSTC_HUMAN
ENST00000258729	O00425	IF2B3_HUMAN
ENST00000258739	P33947	ERD22_HUMAN
ENST00000258742	O15504	NUP42_HUMAN
ENST00000258772	Q9NY93	DDX56_HUMAN
ENST00000258774	O60921	HUS1_HUMAN
ENST00000258781	Q9BSQ5	CCM2_HUMAN
ENST00000258787	B0I1T2	MYO1G_HUMAN
ENST00000258796	Q9C0H2	TTYH3_HUMAN
ENST00000258807	Q9UHD4	CIDEB_HUMAN
ENST00000258821	Q8N0Z6	TTC5_HUMAN
ENST00000258829	O15522	NKX28_HUMAN
ENST00000258873	Q96GR2	ACBG1_HUMAN
ENST00000258874	P49914	MTHFS_HUMAN
ENST00000258884	Q6PCB6	AB17C_HUMAN
ENST00000258886	P48200	IREB2_HUMAN
ENST00000258888	Q96L96	ALPK3_HUMAN
ENST00000258930	O75838	CIB2_HUMAN
ENST00000258947	Q13137	CACO2_HUMAN
ENST00000258955	Q9HA92	RSAD1_HUMAN
ENST00000258962	Q07955	SRSF1_HUMAN
ENST00000258969	O15335	CHAD_HUMAN
ENST00000258975	Q9BSH4	TACO1_HUMAN
ENST00000259006	Q9BT23	LIMD2_HUMAN
ENST00000259021	O95251	KAT7_HUMAN
ENST00000259030	Q96DX8	RTP4_HUMAN
ENST00000259037	O43674	NDUB5_HUMAN
ENST00000259050	Q9H992	MARH7_HUMAN
ENST00000259053	Q8IX05	CD302_HUMAN
ENST00000259056	Q7Z7M9	GALT5_HUMAN
ENST00000259075	Q92844	TANK_HUMAN
ENST00000259089	P51451	BLK_HUMAN
ENST00000259119	P12757	SKIL_HUMAN
ENST00000259154	Q9Y597	KCTD3_HUMAN
ENST00000259205	Q9NZH8	IL36G_HUMAN
ENST00000259211	Q9UHA7	IL36A_HUMAN
ENST00000259216	P0CG37	CFC1_HUMAN
ENST00000259229	Q96NT0	CC115_HUMAN
ENST00000259238	O00499	BIN1_HUMAN
ENST00000259239	Q96G21	IMP4_HUMAN
ENST00000259241	O60243	H6ST1_HUMAN
ENST00000259253	Q9NYU2	UGGG1_HUMAN
ENST00000259254	P04921	GLPC_HUMAN
ENST00000259271	Q05329	DCE2_HUMAN
ENST00000259339	O14657	TOR1B_HUMAN
ENST00000259351	Q5JS13	RGPS1_HUMAN
ENST00000259357	Q8NGS3	OR1J1_HUMAN
ENST00000259362	Q8NGT0	O13C9_HUMAN
ENST00000259392	O15432	COPT2_HUMAN
ENST00000259396	P02763	A1AG1_HUMAN
ENST00000259400	P56962	STX17_HUMAN
ENST00000259407	Q14032	BAAT_HUMAN
ENST00000259455	O75899	GABR2_HUMAN
ENST00000259456	Q9BXL5	HEMGN_HUMAN
ENST00000259457	Q99436	PSB7_HUMAN
ENST00000259466	Q8NGR5	OR1L4_HUMAN
ENST00000259467	Q13371	PHLP_HUMAN
ENST00000259512	Q9BUN8	DERL1_HUMAN
ENST00000259526	P48745	CCN3_HUMAN
ENST00000259569	O60518	RNBP6_HUMAN
ENST00000259605	Q9H0F5	RNF38_HUMAN
ENST00000259607	O00585	CCL21_HUMAN
ENST00000259631	Q9Y4X3	CCL27_HUMAN
ENST00000259632	O75935	DCTN3_HUMAN
ENST00000259633	P21854	CD72_HUMAN
ENST00000259667	Q9BX68	HINT2_HUMAN
ENST00000259711	Q9H1H9	KI13A_HUMAN
ENST00000259727	P36959	GMPR1_HUMAN
ENST00000259746	Q5T3F8	CSCL2_HUMAN
ENST00000259750	Q5TCY1	TTBK1_HUMAN
ENST00000259782	Q9UJW2	TINAG_HUMAN
ENST00000259803	Q9NP62	GCM1_HUMAN
ENST00000259818	Q9BVA1	TBB2B_HUMAN
ENST00000259845	Q9UIG4	PS1C2_HUMAN
ENST00000259870	Q6UXA7	CF015_HUMAN
ENST00000259873	Q9Y676	RT18B_HUMAN
ENST00000259874	P46695	IEX1_HUMAN
ENST00000259881	Q9UIG5	PS1C1_HUMAN
ENST00000259883	Q96JS3	PGBD1_HUMAN
ENST00000259895	Q92759	TF2H4_HUMAN
ENST00000259915	Q01860	PO5F1_HUMAN
ENST00000259938	P04118	COL_HUMAN
ENST00000259939	Q7Z419	R144B_HUMAN
ENST00000259951	P30511	HLAF_HUMAN
ENST00000259953	Q8IXM6	NRM_HUMAN
ENST00000259963	Q9UBU6	FA8A1_HUMAN
ENST00000259983	Q5T4I8	CF052_HUMAN
ENST00000259989	Q9BYJ0	FGFP2_HUMAN
ENST00000260045	O43422	P52K_HUMAN
ENST00000260047	F8W6I9	F8W6I9_HUMAN
ENST00000260061	Q14392	LRC32_HUMAN
ENST00000260102	Q9P015	RM15_HUMAN
ENST00000260113	O43692	PI15_HUMAN
ENST00000260116	P49638	TTPA_HUMAN
ENST00000260118	Q92820	GGH_HUMAN
ENST00000260126	Q9H2Y9	SO5A1_HUMAN
ENST00000260129	Q96RS0	TGS1_HUMAN
ENST00000260191	O95264	5HT3B_HUMAN
ENST00000260197	Q92673	SORL_HUMAN
ENST00000260210	Q9BRD0	BUD13_HUMAN
ENST00000260227	P09237	MMP7_HUMAN
ENST00000260228	O60882	MMP20_HUMAN
ENST00000260229	Q9H306	MMP27_HUMAN
ENST00000260247	Q9BTE7	DCNL5_HUMAN
ENST00000260257	Q9BRP7	FDXA1_HUMAN
ENST00000260270	P10109	ADX_HUMAN
ENST00000260276	Q9H5F2	CK001_HUMAN
ENST00000260302	P45452	MMP13_HUMAN
ENST00000260323	Q8NB66	UN13C_HUMAN
ENST00000260327	Q05D32	CTSL2_HUMAN
ENST00000260356	P07996	TSP1_HUMAN
ENST00000260372	Q9NVX0	HAUS2_HUMAN
ENST00000260379	P05386	RLA1_HUMAN
ENST00000260382	Q8IUZ0	LRC49_HUMAN
ENST00000260383	Q9UGJ1	GCP4_HUMAN
ENST00000260385	Q96TC7	RMD3_HUMAN
ENST00000260386	P23677	IP3KA_HUMAN
ENST00000260402	Q00722	PLCB2_HUMAN
ENST00000260403	Q0P6H9	TMM62_HUMAN
ENST00000260408	O14672	ADA10_HUMAN
ENST00000260442	Q9HD36	B2L10_HUMAN
ENST00000260443	Q9UHA3	RLP24_HUMAN
ENST00000260447	P30047	GFRP_HUMAN
ENST00000260453	Q8NEH6	MNS1_HUMAN
ENST00000260505	Q6ZT98	TTLL7_HUMAN
ENST00000260508	Q6YP21	KAT3_HUMAN
ENST00000260526	Q52LW3	RHG29_HUMAN
ENST00000260570	Q9UG01	IF172_HUMAN
ENST00000260585	Q9C0D9	EPT1_HUMAN
ENST00000260599	P50053	KHK_HUMAN
ENST00000260600	O60266	ADCY3_HUMAN
ENST00000260641	P61160	ARP2_HUMAN
ENST00000260643	Q9HCU5	PREB_HUMAN
ENST00000260649	Q07837	SLC31_HUMAN
ENST00000260653	O95343	SIX3_HUMAN
ENST00000260665	P42704	LPPRC_HUMAN
ENST00000260682	P11712	CP2C9_HUMAN
ENST00000260702	Q96JB6	LOXL4_HUMAN
ENST00000260723	Q32M84	BTBDG_HUMAN
ENST00000260731	P52732	KIF11_HUMAN
ENST00000260746	P36405	ARL3_HUMAN
ENST00000260762	Q8TAG9	EXOC6_HUMAN
ENST00000260803	Q9UK59	DBR1_HUMAN
ENST00000260810	Q92547	TOPB1_HUMAN
ENST00000260818	O75165	DJC13_HUMAN
ENST00000260843	Q9BY21	GPR87_HUMAN
ENST00000260947	Q99728	BARD1_HUMAN
ENST00000260950	O14793	GDF8_HUMAN
ENST00000260952	Q9NWL6	ASND1_HUMAN
ENST00000260956	P05455	LA_HUMAN
ENST00000260988	P07316	CRGB_HUMAN
ENST00000261015	Q9GZL7	WDR12_HUMAN
ENST00000261023	P06756	ITAV_HUMAN
ENST00000261024	Q9NP59	S40A1_HUMAN
ENST00000261037	P27658	CO8A1_HUMAN
ENST00000261038	Q96SL1	DIRC2_HUMAN
ENST00000261047	O95843	GUC1C_HUMAN
ENST00000261058	Q8NEL0	CCD54_HUMAN
ENST00000261070	Q14061	COX17_HUMAN
ENST00000261167	Q9Y2W2	WBP11_HUMAN
ENST00000261170	P25092	GUC2C_HUMAN
ENST00000261172	Q99645	EPYC_HUMAN
ENST00000261180	Q9UKU6	TRHDE_HUMAN
ENST00000261183	Q9BZF1	OSBL8_HUMAN
ENST00000261191	Q9NVM9	INT13_HUMAN
ENST00000261195	P54840	GYS2_HUMAN
ENST00000261200	O60706	ABCC9_HUMAN
ENST00000261205	P21579	SYT1_HUMAN
ENST00000261207	O14974	MYPT1_HUMAN
ENST00000261208	P42357	HUTH_HUMAN
ENST00000261211	Q00537	CDK17_HUMAN
ENST00000261233	Q9Y616	IRAK3_HUMAN
ENST00000261234	Q9Y2B1	RXLT1_HUMAN
ENST00000261245	P51948	MAT1_HUMAN
ENST00000261249	Q32P41	TRM5_HUMAN
ENST00000261250	Q9NQ89	CL004_HUMAN
ENST00000261263	Q9UL25	RAB21_HUMAN
ENST00000261267	P61626	LYSC_HUMAN
ENST00000261275	O60320	EREP2_HUMAN
ENST00000261292	Q9Y5X9	LIPE_HUMAN
ENST00000261296	O95455	TGDS_HUMAN
ENST00000261303	P62191	PRS4_HUMAN
ENST00000261304	P54803	GALC_HUMAN
ENST00000261308	Q96BP3	PPWD1_HUMAN
ENST00000261313	P30086	PEBP1_HUMAN
ENST00000261318	Q9H741	SPRNG_HUMAN
ENST00000261326	Q96EN8	MOCOS_HUMAN
ENST00000261336	P20742	PZP_HUMAN
ENST00000261349	O75581	LRP6_HUMAN
ENST00000261366	P20700	LMNB1_HUMAN
ENST00000261368	Q9Y6H5	SNCAP_HUMAN
ENST00000261369	Q9Y343	SNX24_HUMAN
ENST00000261374	Q9Y278	HS3S2_HUMAN
ENST00000261377	Q96IC2	REXO5_HUMAN
ENST00000261381	Q86Y38	XYLT1_HUMAN
ENST00000261383	Q8TD57	DYH3_HUMAN
ENST00000261396	Q8WUM0	NU133_HUMAN
ENST00000261401	Q9ULV4	COR1C_HUMAN
ENST00000261402	O60285	NUAK1_HUMAN
ENST00000261405	P04275	VWF_HUMAN
ENST00000261407	Q6P1A2	MBOA5_HUMAN
ENST00000261413	Q92552	RT27_HUMAN
ENST00000261416	P07686	HEXB_HUMAN
ENST00000261425	Q96PQ7	KLHL5_HUMAN
ENST00000261427	P61086	UBE2K_HUMAN
ENST00000261435	Q86UW6	N4BP2_HUMAN
ENST00000261438	P57682	KLF3_HUMAN
ENST00000261439	Q86TI0	TBCD1_HUMAN
ENST00000261441	Q5VWQ0	RSBN1_HUMAN
ENST00000261448	O14958	CASQ2_HUMAN
ENST00000261455	Q9H813	PACC1_HUMAN
ENST00000261461	Q15172	2A5A_HUMAN
ENST00000261475	Q969Q6	P2R3C_HUMAN
ENST00000261483	Q16706	MA2A1_HUMAN
ENST00000261486	Q9HCS5	E41LA_HUMAN
ENST00000261488	Q8TC92	ENOX1_HUMAN
ENST00000261489	Q15714	T22D1_HUMAN
ENST00000261497	Q9UPT9	UBP22_HUMAN
ENST00000261507	Q15800	MSMO1_HUMAN
ENST00000261509	Q8WX93	PALLD_HUMAN
ENST00000261520	Q659A1	ICE2_HUMAN
ENST00000261531	Q13573	SNW1_HUMAN
ENST00000261534	Q9UKY4	POMT2_HUMAN
ENST00000261537	Q86YT6	MIB1_HUMAN
ENST00000261556	Q9NX78	TM260_HUMAN
ENST00000261558	Q9H0R1	AP5M1_HUMAN
ENST00000261560	Q9H8G1	ZN430_HUMAN
ENST00000261584	Q86YC2	PALB2_HUMAN
ENST00000261588	O60303	KATIP_HUMAN
ENST00000261590	Q14126	DSG2_HUMAN
ENST00000261592	O94818	NOL4_HUMAN
ENST00000261593	Q8WVD3	RN138_HUMAN
ENST00000261597	O14777	NDC80_HUMAN
ENST00000261600	Q96FV9	THOC1_HUMAN
ENST00000261601	P54578	UBP14_HUMAN
ENST00000261609	O95714	HERC2_HUMAN
ENST00000261622	Q01650	LAT1_HUMAN
ENST00000261623	P13498	CY24A_HUMAN
ENST00000261636	P40616	ARL1_HUMAN
ENST00000261637	O75691	UTP20_HUMAN
ENST00000261643	Q12887	COX10_HUMAN
ENST00000261646	P36956	SRBP1_HUMAN
ENST00000261647	Q6DKK2	TTC19_HUMAN
ENST00000261652	O14836	TR13B_HUMAN
ENST00000261653	P32856	STX2_HUMAN
ENST00000261658	Q9NZS9	BFAR_HUMAN
ENST00000261667	O00505	IMA4_HUMAN
ENST00000261681	Q8N3R9	PALS1_HUMAN
ENST00000261692	O14519	CDKA1_HUMAN
ENST00000261693	Q8WTV0	SCRB1_HUMAN
ENST00000261700	Q9Y224	RTRAF_HUMAN
ENST00000261708	Q9NYH9	UTP6_HUMAN
ENST00000261714	Q13867	BLMH_HUMAN
ENST00000261716	Q7L7X3	TAOK1_HUMAN
ENST00000261721	Q9H0C5	BTBD1_HUMAN
ENST00000261726	O14529	CUX2_HUMAN
ENST00000261731	Q9H2C1	LHX5_HUMAN
ENST00000261733	P05091	ALDH2_HUMAN
ENST00000261735	P30040	ERP29_HUMAN
ENST00000261739	Q8IZ07	AN13A_HUMAN
ENST00000261740	Q9HBA0	TRPV4_HUMAN
ENST00000261745	Q14CX7	NAA25_HUMAN
ENST00000261751	P30926	ACHB4_HUMAN
ENST00000261769	P12830	CADH1_HUMAN
ENST00000261776	Q08AM6	VAC14_HUMAN
ENST00000261778	Q9C0B7	TNG6_HUMAN
ENST00000261783	P78540	ARGI2_HUMAN
ENST00000261789	O15321	TM9S1_HUMAN
ENST00000261796	Q9UHF5	IL17B_HUMAN
ENST00000261797	P52848	NDST1_HUMAN
ENST00000261798	P48729	KC1A_HUMAN
ENST00000261799	P09619	PGFRB_HUMAN
ENST00000261800	Q9NYQ8	FAT2_HUMAN
ENST00000261811	Q9H1C7	CYTM1_HUMAN
ENST00000261813	O60925	PFD1_HUMAN
ENST00000261819	Q9UJX4	APC5_HUMAN
ENST00000261822	Q4VC05	BCL7A_HUMAN
ENST00000261835	Q9Y6A2	CP46A_HUMAN
ENST00000261837	O14775	GNB5_HUMAN
ENST00000261839	Q9NQX4	MYO5C_HUMAN
ENST00000261842	Q9UPM8	AP4E1_HUMAN
ENST00000261844	Q32MH5	F214A_HUMAN
ENST00000261845	Q16659	MK06_HUMAN
ENST00000261854	Q8TCT8	SPP2A_HUMAN
ENST00000261858	O94923	GLCE_HUMAN
ENST00000261861	Q9UQ03	COR2B_HUMAN
ENST00000261866	Q96JI7	SPTCS_HUMAN
ENST00000261867	O14863	ZNT4_HUMAN
ENST00000261868	O75822	EIF3J_HUMAN
ENST00000261875	Q9P035	HACD3_HUMAN
ENST00000261879	Q8WW43	APH1B_HUMAN
ENST00000261880	Q6PD74	AAGAB_HUMAN
ENST00000261881	Q9BVW5	TIPIN_HUMAN
ENST00000261883	O75339	CILP1_HUMAN
ENST00000261884	Q15650	TRIP4_HUMAN
ENST00000261888	Q8N5Y8	PAR16_HUMAN
ENST00000261890	P62491	RB11A_HUMAN
ENST00000261892	O60721	NCKX1_HUMAN
ENST00000261893	P83111	LACTB_HUMAN
ENST00000261900	O60563	CCNT1_HUMAN
ENST00000261917	Q9Y3Q4	HCN4_HUMAN
ENST00000261918	O75326	SEM7A_HUMAN
ENST00000261921	Q08397	LOXL1_HUMAN
ENST00000261937	P35916	VGFR3_HUMAN
ENST00000261942	Q96CS3	FAF2_HUMAN
ENST00000261951	Q9ULM6	CNOT6_HUMAN
ENST00000261965	Q96CW5	GCP3_HUMAN
ENST00000261973	P49756	RBM25_HUMAN
ENST00000261978	Q14767	LTBP2_HUMAN
ENST00000261980	P58304	VSX2_HUMAN
ENST00000261994	Q9UK55	ZPI_HUMAN
ENST00000262018	Q16586	SGCA_HUMAN
ENST00000262027	P56192	SYMC_HUMAN
ENST00000262030	P06576	ATPB_HUMAN
ENST00000262031	Q15434	RBMS2_HUMAN
ENST00000262032	Q9H2S9	IKZF4_HUMAN
ENST00000262033	Q15185	TEBP_HUMAN
ENST00000262039	Q8NEB9	PK3C3_HUMAN
ENST00000262041	P50222	MEOX2_HUMAN
ENST00000262043	Q92576	PHF3_HUMAN
ENST00000262053	P18846	ATF1_HUMAN
ENST00000262055	Q6P1Q0	LTMD1_HUMAN
ENST00000262056	P23588	IF4B_HUMAN
ENST00000262061	P61923	COPZ1_HUMAN
ENST00000262065	Q15546	PAQRB_HUMAN
ENST00000262067	O95857	TSN13_HUMAN
ENST00000262077	P49790	NU153_HUMAN
ENST00000262093	P22830	HEMH_HUMAN
ENST00000262094	O00194	RB27B_HUMAN
ENST00000262096	Q9UIJ5	ZDHC2_HUMAN
ENST00000262101	P21757	MSRE_HUMAN
ENST00000262103	Q9HAE3	CLXN_HUMAN
ENST00000262105	P33991	MCM4_HUMAN
ENST00000262109	Q86X53	ERIC1_HUMAN
ENST00000262113	P54296	MYOM2_HUMAN
ENST00000262120	Q9GZX9	TWSG1_HUMAN
ENST00000262126	Q6UB98	ANR12_HUMAN
ENST00000262127	Q8TAP6	CEP76_HUMAN
ENST00000262133	Q08999	RBL2_HUMAN
ENST00000262134	Q7L5N7	PCAT2_HUMAN
ENST00000262138	Q9UBN1	CCG4_HUMAN
ENST00000262139	Q5MNZ9	WIPI1_HUMAN
ENST00000262144	Q6PJI9	WDR59_HUMAN
ENST00000262146	Q15390	MTFR1_HUMAN
ENST00000262150	Q9H159	CAD19_HUMAN
ENST00000262158	O15105	SMAD7_HUMAN
ENST00000262178	P41587	VIPR2_HUMAN
ENST00000262186	Q12809	KCNH2_HUMAN
ENST00000262187	Q15382	RHEB_HUMAN
ENST00000262188	Q6STE5	SMRD3_HUMAN
ENST00000262189	Q8NEZ4	KMT2C_HUMAN
ENST00000262193	P20618	PSB1_HUMAN
ENST00000262198	Q6IQ32	ADNP2_HUMAN
ENST00000262207	Q9H336	CRLD1_HUMAN
ENST00000262209	O75762	TRPA1_HUMAN
ENST00000262213	Q15629	TRAM1_HUMAN
ENST00000262215	Q9Y6D6	BIG1_HUMAN
ENST00000262219	P27216	ANX13_HUMAN
ENST00000262225	Q15363	TMED2_HUMAN
ENST00000262233	O00423	EMAL1_HUMAN
ENST00000262238	P25490	TYY1_HUMAN
ENST00000262241	Q9UKL0	RCOR1_HUMAN
ENST00000262244	Q86TA1	MOB3B_HUMAN
ENST00000262259	Q9Y473	ZN175_HUMAN
ENST00000262262	P20138	CD33_HUMAN
ENST00000262283	I6L893	I6L893_HUMAN
ENST00000262288	Q9HB40	RISC_HUMAN
ENST00000262290	P22079	PERL_HUMAN
ENST00000262291	Q96GC9	VMP1_HUMAN
ENST00000262293	Q96HE9	PRR11_HUMAN
ENST00000262302	Q9Y5Y2	NUBP2_HUMAN
ENST00000262305	O75154	RFIP3_HUMAN
ENST00000262315	Q8WVB6	CTF18_HUMAN
ENST00000262316	Q96CC6	RHDF1_HUMAN
ENST00000262319	Q9Y4R8	TELO2_HUMAN
ENST00000262320	O15169	AXIN1_HUMAN
ENST00000262340	Q16518	RPE65_HUMAN
ENST00000262348	Q5T9L3	WLS_HUMAN
ENST00000262352	P43005	EAA3_HUMAN
ENST00000262365	P0C5J1	F86B2_HUMAN
ENST00000262366	Q9BZE0	GLIS2_HUMAN
ENST00000262367	Q92793	CBP_HUMAN
ENST00000262375	Q96EY1	DNJA3_HUMAN
ENST00000262376	Q9NPG3	UBN1_HUMAN
ENST00000262384	O75113	N4BP1_HUMAN
ENST00000262394	Q9Y6I7	WSB1_HUMAN
ENST00000262395	Q9BUZ4	TRAF4_HUMAN
ENST00000262406	O75916	RGS9_HUMAN
ENST00000262407	P08514	ITA2B_HUMAN
ENST00000262418	P02730	B3AT_HUMAN
ENST00000262424	Q9H0B8	CRLD2_HUMAN
ENST00000262426	Q12946	FOXF1_HUMAN
ENST00000262428	Q14019	COTL1_HUMAN
ENST00000262429	O75185	AT2C2_HUMAN
ENST00000262432	Q6P1Q9	MET2B_HUMAN
ENST00000262435	Q9HAU4	SMUF2_HUMAN
ENST00000262441	O95838	GLP2R_HUMAN
ENST00000262442	Q9NYC9	DYH9_HUMAN
ENST00000262450	Q8TDI0	CHD5_HUMAN
ENST00000262455	Q9BS26	ERP44_HUMAN
ENST00000262457	Q9Y283	INVS_HUMAN
ENST00000262460	Q14691	PSF1_HUMAN
ENST00000262461	P55011	S12A2_HUMAN
ENST00000262462	Q9Y2P4	S27A6_HUMAN
ENST00000262483	Q9BZ71	PITM3_HUMAN
ENST00000262487	B1AKI9	ISM1_HUMAN
ENST00000262493	P09471	GNAO_HUMAN
ENST00000262498	Q9Y6A4	CFA20_HUMAN
ENST00000262506	P19784	CSK22_HUMAN
ENST00000262507	O75208	COQ9_HUMAN
ENST00000262510	Q86WI3	NLRC5_HUMAN
ENST00000262518	Q6ZRS2	SRCAP_HUMAN
ENST00000262519	O15047	SET1A_HUMAN
ENST00000262525	Q9UEG4	ZN629_HUMAN
ENST00000262545	P16519	NEC2_HUMAN
ENST00000262547	Q9NVP4	DZAN1_HUMAN
ENST00000262554	O15269	SPTC1_HUMAN
ENST00000262577	Q8IXZ2	ZC3H3_HUMAN
ENST00000262584	P62917	RL8_HUMAN
ENST00000262593	Q9P104	DOK5_HUMAN
ENST00000262605	Q9BTX7	TTPAL_HUMAN
ENST00000262613	O14745	NHRF1_HUMAN
ENST00000262623	P20648	ATP4A_HUMAN
ENST00000262626	P05981	HEPS_HUMAN
ENST00000262631	Q07699	SCN1B_HUMAN
ENST00000262633	Q9BTD8	RBM42_HUMAN
ENST00000262643	P24864	CCNE1_HUMAN
ENST00000262644	Q9NX62	IMPA3_HUMAN
ENST00000262646	P61019	RAB2A_HUMAN
ENST00000262648	P23352	KALM_HUMAN
ENST00000262662	P42773	CDN2C_HUMAN
ENST00000262710	Q9UKV3	ACINU_HUMAN
ENST00000262713	Q96IF1	AJUBA_HUMAN
ENST00000262715	Q99973	TEP1_HUMAN
ENST00000262717	Q9HBT6	CAD20_HUMAN
ENST00000262719	O60346	PHLP1_HUMAN
ENST00000262726	Q5THR3	EFCB6_HUMAN
ENST00000262738	Q9NYQ6	CELR1_HUMAN
ENST00000262752	Q9UK32	KS6A6_HUMAN
ENST00000262753	Q8WVV4	POF1B_HUMAN
ENST00000262764	Q32NB8	PGPS1_HUMAN
ENST00000262768	P16035	TIMP2_HUMAN
ENST00000262776	Q08380	LG3BP_HUMAN
ENST00000262803	Q92900	RENT1_HUMAN
ENST00000262809	P55199	ELL_HUMAN
ENST00000262811	O60307	MAST3_HUMAN
ENST00000262812	O14579	COPE_HUMAN
ENST00000262815	Q9Y6X3	SCC4_HUMAN
ENST00000262839	Q9UL62	TRPC5_HUMAN
ENST00000262844	Q9Y4X0	AMMR1_HUMAN
ENST00000262848	P51817	PRKX_HUMAN
ENST00000262854	Q7Z6Z7	HUWE1_HUMAN
ENST00000262866	Q9H6Q3	SLAP2_HUMAN
ENST00000262873	A0A6E1W127	A0A6E1W127_HUMAN
ENST00000262879	Q86X10	RLGPB_HUMAN
ENST00000262887	P18887	XRCC1_HUMAN
ENST00000262891	Q96L34	MARK4_HUMAN
ENST00000262894	Q9UK10	ZN225_HUMAN
ENST00000262903	Q8IYU2	HACE1_HUMAN
ENST00000262919	O75882	ATRN_HUMAN
ENST00000262932	Q8N129	CNPY4_HUMAN
ENST00000262940	O43374	RASL2_HUMAN
ENST00000262942	Q92747	ARC1A_HUMAN
ENST00000262947	Q969H8	MYDGF_HUMAN
ENST00000262948	P36507	MP2K2_HUMAN
ENST00000262958	P30679	GNA15_HUMAN
ENST00000262960	Q86TI2	DPP9_HUMAN
ENST00000262961	Q9UPR6	ZFR2_HUMAN
ENST00000262962	Q9BW85	YJU2_HUMAN
ENST00000262965	P15923	TFE2_HUMAN
ENST00000262970	Q8TF21	ANR24_HUMAN
ENST00000262971	Q8N2W9	PIAS4_HUMAN
ENST00000262982	P55060	XPO2_HUMAN
ENST00000262990	Q9Y3S2	ZN330_HUMAN
ENST00000262995	Q13480	GAB1_HUMAN
ENST00000262999	P25874	UCP1_HUMAN
ENST00000263025	P27361	MK03_HUMAN
ENST00000263026	O00418	EF2K_HUMAN
ENST00000263035	Q96HY7	DHTK1_HUMAN
ENST00000263038	O14832	PAHX_HUMAN
ENST00000263045	P54108	CRIS3_HUMAN
ENST00000263054	Q8WY21	SORC1_HUMAN
ENST00000263063	Q9NVV4	PAPD1_HUMAN
ENST00000263071	Q14162	SREC_HUMAN
ENST00000263073	Q86US8	EST1A_HUMAN
ENST00000263080	P45381	ACY2_HUMAN
ENST00000263083	A0A6Q8JGF9	A0A6Q8JGF9_HUMAN
ENST00000263087	P38570	ITAE_HUMAN
ENST00000263088	O14939	PLD2_HUMAN
ENST00000263092	Q86W50	MET16_HUMAN
ENST00000263093	Q9Y2P5	S27A5_HUMAN
ENST00000263094	Q8IZY2	ABCA7_HUMAN
ENST00000263095	O43296	ZN264_HUMAN
ENST00000263097	Q99439	CNN2_HUMAN
ENST00000263100	P04217	A1BG_HUMAN
ENST00000263102	Q16204	CCDC6_HUMAN
ENST00000263116	O95755	RAB36_HUMAN
ENST00000263119	Q9Y6J0	CABIN_HUMAN
ENST00000263125	Q04759	KPCT_HUMAN
ENST00000263160	Q9P2U8	VGLU2_HUMAN
ENST00000263168	P52907	CAZA1_HUMAN
ENST00000263174	Q9NP74	PALMD_HUMAN
ENST00000263181	Q8NI77	KI18A_HUMAN
ENST00000263182	O75936	BODG_HUMAN
ENST00000263187	O15457	MSH4_HUMAN
ENST00000263196	P98153	IDD_HUMAN
ENST00000263201	O75419	CDC45_HUMAN
ENST00000263202	Q92890	UFD1_HUMAN
ENST00000263205	Q96RN5	MED15_HUMAN
ENST00000263207	O00192	ARVC_HUMAN
ENST00000263208	P54198	HIRA_HUMAN
ENST00000263212	P49593	PPM1F_HUMAN
ENST00000263228	Q712K3	UB2R2_HUMAN
ENST00000263233	P08247	SYPH_HUMAN
ENST00000263238	P61158	ARP3_HUMAN
ENST00000263239	Q9NVP1	DDX18_HUMAN
ENST00000263245	Q9NP61	ARFG3_HUMAN
ENST00000263246	Q9UNF0	PACN2_HUMAN
ENST00000263253	Q09472	EP300_HUMAN
ENST00000263256	Q6ICB0	DESI1_HUMAN
ENST00000263257	Q9UNW9	NOVA2_HUMAN
ENST00000263265	Q9H4M7	PKHA4_HUMAN
ENST00000263266	Q2M2I3	FA83E_HUMAN
ENST00000263268	Q8N565	MREG_HUMAN
ENST00000263269	O15399	NMDE4_HUMAN
ENST00000263270	P53680	AP2S1_HUMAN
ENST00000263274	P18858	DNLI1_HUMAN
ENST00000263275	Q9H6K4	OPA3_HUMAN
ENST00000263277	Q9NZN4	EHD2_HUMAN
ENST00000263278	Q9BPX1	DHB14_HUMAN
ENST00000263285	Q9HBG7	LY9_HUMAN
ENST00000263314	P56373	P2RX3_HUMAN
ENST00000263317	Q9NPH5	NOX4_HUMAN
ENST00000263321	P14679	TYRO_HUMAN
ENST00000263326	Q9NZH6	IL37_HUMAN
ENST00000263331	Q9H9Y6	RPA2_HUMAN
ENST00000263339	P01583	IL1A_HUMAN
ENST00000263341	P01584	IL1B_HUMAN
ENST00000263346	Q9BQ70	TCF25_HUMAN
ENST00000263354	P54920	SNAA_HUMAN
ENST00000263360	O75530	EED_HUMAN
ENST00000263368	P30043	BLVRB_HUMAN
ENST00000263370	Q96DU7	IP3KC_HUMAN
ENST00000263372	Q9Y257	KCNK6_HUMAN
ENST00000263377	O60885	BRD4_HUMAN
ENST00000263379	Q6UWB1	I27RA_HUMAN
ENST00000263382	Q9NVP2	ASF1B_HUMAN
ENST00000263383	A1L0T0	HACL2_HUMAN
ENST00000263384	Q9Y421	FA32A_HUMAN
ENST00000263388	Q9UM47	NOTC3_HUMAN
ENST00000263390	O95402	MED26_HUMAN
